timestamp,mq135_raw,temperature,humidity,aqi
2025-11-23 18:16:53.673624,209,25.00,50.00,Moderate
2025-11-23 18:17:03.672479,211,25.00,50.00,Moderate
2025-11-23 18:17:13.669091,208,25.00,50.00,Moderate
2025-11-23 18:17:23.666649,209,25.00,50.00,Moderate
2025-11-23 18:17:33.672011,4095,25.00,50.00,Unhealthy
2025-11-23 18:17:43.665190,1514,25.00,50.00,Unhealthy
2025-11-23 18:17:53.672320,734,25.00,50.00,Unhealthy
2025-11-23 18:18:03.659948,581,25.00,50.00,Unhealthy
2025-11-23 18:18:13.674049,498,25.00,50.00,Unhealthy
2025-11-23 18:18:23.672457,431,25.00,50.00,Moderate
2025-11-23 18:18:33.665088,384,25.00,50.00,Moderate
2025-11-23 18:18:43.671965,385,25.00,50.00,Moderate
2025-11-23 18:18:53.666551,332,25.00,50.00,Moderate
2025-11-23 18:37:42.552179,192,25.00,50.00,Moderate
2025-11-23 18:37:52.551677,185,25.00,50.00,Moderate
2025-11-23 18:38:02.552225,192,25.00,50.00,Moderate
2025-11-23 18:38:12.550643,180,25.00,50.00,Moderate
2025-11-23 18:38:22.549983,183,25.00,50.00,Moderate
2025-11-23 18:38:32.551991,4095,25.00,50.00,Unhealthy
2025-11-23 18:38:42.547933,1746,25.00,50.00,Unhealthy
2025-11-23 18:38:52.541597,720,25.00,50.00,Unhealthy
2025-11-23 19:18:25.784516,353,25.00,50.00,Moderate
2025-11-23 19:18:35.774323,347,25.00,50.00,Moderate
2025-11-23 19:18:45.776246,329,25.00,50.00,Moderate
2025-11-23 19:18:55.770796,315,25.00,50.00,Moderate
2025-11-23 19:19:05.804291,315,25.00,50.00,Moderate
2025-11-23 19:23:53.688552,211,25.00,50.00,Moderate
2025-11-23 19:24:03.691462,4095,25.00,50.00,Unhealthy
2025-11-23 19:24:13.691311,1035,25.00,50.00,Unhealthy
2025-11-23 19:24:23.696878,619,25.00,50.00,Unhealthy
2025-11-23 19:24:33.701314,503,25.00,50.00,Unhealthy
2025-11-23 19:24:43.708090,437,25.00,50.00,Moderate
2025-11-23 19:24:53.710461,394,25.00,50.00,Moderate
2025-11-23 19:25:03.712402,363,25.00,50.00,Moderate
2025-11-23 19:25:13.721014,341,25.00,50.00,Moderate
2025-11-23 19:25:23.724539,321,25.00,50.00,Moderate
2025-11-23 19:25:33.730401,307,25.00,50.00,Moderate
2025-11-23 19:25:43.727247,304,25.00,50.00,Moderate
2025-11-23 19:25:53.739790,282,25.00,50.00,Moderate
2025-11-23 19:26:03.736019,269,25.00,50.00,Moderate
2025-11-23 19:26:13.749798,263,25.00,50.00,Moderate
2025-11-23 19:26:23.754902,255,25.00,50.00,Moderate
2025-11-23 19:26:33.760347,263,25.00,50.00,Moderate
2025-11-23 19:26:43.766602,259,25.00,50.00,Moderate
2025-11-23 19:26:53.766005,240,25.00,50.00,Moderate
2025-11-23 19:27:03.775197,231,25.00,50.00,Moderate
2025-11-23 19:27:13.781459,247,25.00,50.00,Moderate
2025-11-23 19:27:23.772974,240,25.00,50.00,Moderate
2025-11-23 19:27:33.776797,233,25.00,50.00,Moderate
2025-11-23 19:27:43.795145,236,25.00,50.00,Moderate
2025-11-23 19:27:53.796271,225,25.00,50.00,Moderate
2025-11-23 19:28:03.800464,224,25.00,50.00,Moderate
2025-11-23 19:28:13.806991,225,25.00,50.00,Moderate
2025-11-23 19:28:23.803923,221,25.00,50.00,Moderate
2025-11-23 19:28:33.819103,208,25.00,50.00,Moderate
2025-11-23 19:28:43.822443,176,25.00,50.00,Moderate
2025-11-23 19:28:53.825951,219,25.00,50.00,Moderate
2025-11-23 19:29:03.872471,217,25.00,50.00,Moderate
2025-11-23 19:29:13.877758,208,25.00,50.00,Moderate
2025-11-23 19:29:23.870935,226,25.00,50.00,Moderate
2025-11-23 19:29:33.885995,225,25.00,50.00,Moderate
2025-11-23 19:29:43.889941,218,25.00,50.00,Moderate
2025-11-23 19:29:53.888647,3579,25.00,50.00,Unhealthy
2025-11-23 19:30:03.901743,560,25.00,50.00,Unhealthy
2025-11-23 19:30:13.906654,336,25.00,50.00,Moderate
2025-11-23 19:30:23.901898,295,25.00,50.00,Moderate
2025-11-23 19:30:33.917906,273,25.00,50.00,Moderate
2025-11-23 19:30:43.920269,252,25.00,50.00,Moderate
2025-11-23 19:30:53.925552,249,25.00,50.00,Moderate
2025-11-23 19:31:03.921587,226,25.00,50.00,Moderate
2025-11-23 19:31:13.936421,231,25.00,50.00,Moderate
2025-11-23 19:31:23.942056,235,25.00,50.00,Moderate
2025-11-23 19:31:33.939609,210,25.00,50.00,Moderate
2025-11-23 19:31:43.951629,216,25.00,50.00,Moderate
2025-11-23 19:31:53.955836,214,25.00,50.00,Moderate
2025-11-23 19:32:03.960741,224,25.00,50.00,Moderate
2025-11-23 19:32:13.967435,212,25.00,50.00,Moderate
2025-11-23 19:32:23.971832,208,25.00,50.00,Moderate
2025-11-23 19:32:33.968092,223,25.00,50.00,Moderate
2025-11-23 19:32:43.981520,205,25.00,50.00,Moderate
2025-11-23 19:32:53.980293,250,25.00,50.00,Moderate
2025-11-23 19:33:03.987358,209,25.00,50.00,Moderate
2025-11-23 19:33:13.997822,209,25.00,50.00,Moderate
2025-11-23 19:33:23.996213,208,25.00,50.00,Moderate
2025-11-23 19:33:33.999796,214,25.00,50.00,Moderate
2025-11-23 19:33:44.013447,219,25.00,50.00,Moderate
2025-11-23 19:33:54.015710,219,25.00,50.00,Moderate
2025-11-23 19:34:04.016555,212,25.00,50.00,Moderate
2025-11-23 19:34:14.026884,210,25.00,50.00,Moderate
2025-11-23 19:34:24.025352,214,25.00,50.00,Moderate
2025-11-23 19:34:34.033241,207,25.00,50.00,Moderate
2025-11-23 19:34:44.036747,208,25.00,50.00,Moderate
2025-11-23 19:34:54.047743,208,25.00,50.00,Moderate
2025-11-23 19:35:04.053436,207,25.00,50.00,Moderate
2025-11-23 19:50:24.594806,0,25.00,50.00,Good
2025-11-23 19:50:34.587430,32,25.00,50.00,Good
2025-11-23 19:50:44.592152,64,25.00,50.00,Moderate
2025-11-23 19:50:54.592243,0,25.00,50.00,Good
2025-11-23 19:51:04.590351,0,25.00,50.00,Good
2025-11-23 19:51:14.585750,0,25.00,50.00,Good
2025-11-23 19:51:24.791661,0,25.00,50.00,Good
2025-11-23 19:51:34.791782,0,25.00,50.00,Good
2025-11-23 20:18:30.265797,460,25.00,50.00,Unhealthy
2025-11-23 20:18:40.262362,403,25.00,50.00,Moderate
2025-11-23 20:18:50.266425,367,25.00,50.00,Moderate
2025-11-23 20:19:00.262167,336,25.00,50.00,Moderate
2025-11-23 20:19:10.278670,321,25.00,50.00,Moderate
2025-11-23 20:19:20.284238,306,25.00,50.00,Moderate
2025-11-23 20:19:30.289409,286,25.00,50.00,Moderate
2025-11-23 20:19:40.340613,276,25.00,50.00,Moderate
2025-11-23 20:19:50.295164,279,25.00,50.00,Moderate
2025-11-23 20:20:00.300483,265,25.00,50.00,Moderate
2025-11-23 20:20:10.306972,256,25.00,50.00,Moderate
2025-11-23 20:20:20.304127,255,25.00,50.00,Moderate
2025-11-23 20:20:30.318668,245,25.00,50.00,Moderate
2025-11-23 20:20:40.322130,238,25.00,50.00,Moderate
2025-11-23 20:20:50.326901,240,25.00,50.00,Moderate
2025-11-23 20:21:00.325469,256,25.00,50.00,Moderate
2025-11-23 20:21:10.338203,240,25.00,50.00,Moderate
2025-11-23 20:21:20.337818,235,25.00,50.00,Moderate
2025-11-23 20:21:30.344715,226,25.00,50.00,Moderate
2025-11-23 20:21:40.345464,240,25.00,50.00,Moderate
2025-11-23 20:21:50.358485,237,25.00,50.00,Moderate
2025-11-23 20:22:00.363767,228,25.00,50.00,Moderate
2025-11-23 20:22:10.368826,264,25.00,50.00,Moderate
2025-11-23 20:22:20.373267,266,25.00,50.00,Moderate
2025-11-23 20:22:30.377640,243,25.00,50.00,Moderate
2025-11-23 20:22:40.384851,241,25.00,50.00,Moderate
2025-11-23 20:22:50.378708,233,25.00,50.00,Moderate
2025-11-23 20:23:00.392238,229,25.00,50.00,Moderate
2025-11-23 20:23:10.392211,231,25.00,50.00,Moderate
2025-11-23 20:23:20.402851,225,25.00,50.00,Moderate
2025-11-23 20:24:30.454486,240,25.00,50.00,Moderate
2025-11-23 20:24:32.937978,239,25.00,50.00,Moderate
2025-11-23 20:24:35.452160,243,25.00,50.00,Moderate
2025-11-23 20:24:37.956212,236,25.00,50.00,Moderate
2025-11-23 20:24:40.454318,237,25.00,50.00,Moderate
2025-11-23 20:24:43.112237,237,25.00,50.00,Moderate
2025-11-23 20:24:45.620874,237,25.00,50.00,Moderate
2025-11-23 20:24:48.125084,237,25.00,50.00,Moderate
2025-11-23 20:24:50.625480,237,25.00,50.00,Moderate
2025-11-23 20:24:53.123012,236,25.00,50.00,Moderate
2025-11-23 20:24:55.640849,241,25.00,50.00,Moderate
2025-11-23 20:24:58.146012,231,25.00,50.00,Moderate
2025-11-23 20:25:00.649384,234,25.00,50.00,Moderate
2025-11-23 20:25:03.155427,234,25.00,50.00,Moderate
2025-11-23 20:25:05.660843,223,25.00,50.00,Moderate
2025-11-23 20:25:08.165336,239,25.00,50.00,Moderate
2025-11-23 20:25:10.670879,219,25.00,50.00,Moderate
2025-11-23 20:25:13.176963,240,25.00,50.00,Moderate
2025-11-23 20:25:15.681448,229,25.00,50.00,Moderate
2025-11-23 20:25:18.186507,237,25.00,50.00,Moderate
2025-11-23 20:25:20.685166,261,25.00,50.00,Moderate
2025-11-23 20:25:23.197480,406,25.00,50.00,Moderate
2025-11-23 20:25:25.701935,400,25.00,50.00,Moderate
2025-11-23 20:25:28.201322,304,25.00,50.00,Moderate
2025-11-23 20:25:30.701764,330,25.00,50.00,Moderate
2025-11-23 20:25:33.214090,283,25.00,50.00,Moderate
2025-11-23 20:25:35.720064,256,25.00,50.00,Moderate
2025-11-23 20:25:38.223340,251,25.00,50.00,Moderate
2025-11-23 20:25:40.730616,243,25.00,50.00,Moderate
2025-11-23 20:25:43.236053,242,25.00,50.00,Moderate
2025-11-23 20:25:45.741000,238,25.00,50.00,Moderate
2025-11-23 20:25:48.246354,227,25.00,50.00,Moderate
2025-11-23 20:25:50.751429,230,25.00,50.00,Moderate
2025-11-23 20:25:53.256789,226,25.00,50.00,Moderate
2025-11-23 20:25:55.760924,233,25.00,50.00,Moderate
2025-11-23 20:25:58.267801,237,25.00,50.00,Moderate
2025-11-23 20:26:00.769627,229,25.00,50.00,Moderate
2025-11-23 20:26:03.277165,225,25.00,50.00,Moderate
2025-11-23 20:26:05.782068,231,25.00,50.00,Moderate
2025-11-23 20:26:08.285349,227,25.00,50.00,Moderate
2025-11-23 20:26:10.788622,221,25.00,50.00,Moderate
2025-11-23 20:26:13.292549,234,25.00,50.00,Moderate
2025-11-23 20:26:15.801924,225,25.00,50.00,Moderate
2025-11-23 20:26:18.307163,219,25.00,50.00,Moderate
2025-11-23 20:26:20.803587,219,25.00,50.00,Moderate
2025-11-23 20:26:23.314871,218,25.00,50.00,Moderate
2025-11-23 20:26:25.810328,222,25.00,50.00,Moderate
2025-11-23 20:26:28.327246,221,25.00,50.00,Moderate
2025-11-23 20:26:30.833044,241,25.00,50.00,Moderate
2025-11-23 20:26:33.338295,226,25.00,50.00,Moderate
2025-11-23 20:26:35.843190,213,25.00,50.00,Moderate
2025-11-23 20:26:38.348163,224,25.00,50.00,Moderate
2025-11-23 20:26:40.852419,217,25.00,50.00,Moderate
2025-11-23 20:26:43.358280,213,25.00,50.00,Moderate
2025-11-23 20:26:45.863430,221,25.00,50.00,Moderate
2025-11-23 20:26:48.367393,222,25.00,50.00,Moderate
2025-11-23 20:26:50.872526,219,25.00,50.00,Moderate
2025-11-23 20:26:53.372867,213,25.00,50.00,Moderate
2025-11-23 20:26:55.883942,222,25.00,50.00,Moderate
2025-11-23 20:26:58.384990,217,25.00,50.00,Moderate
2025-11-23 20:27:00.879661,218,25.00,50.00,Moderate
2025-11-23 20:27:03.397628,215,25.00,50.00,Moderate
2025-11-23 20:27:05.903406,219,25.00,50.00,Moderate
2025-11-23 20:27:08.407675,219,25.00,50.00,Moderate
2025-11-23 20:27:10.911581,229,25.00,50.00,Moderate
2025-11-23 20:27:13.413028,222,25.00,50.00,Moderate
2025-11-23 20:27:15.918238,222,25.00,50.00,Moderate
2025-11-23 20:27:18.427432,222,25.00,50.00,Moderate
2025-11-23 20:27:20.932761,223,25.00,50.00,Moderate
2025-11-23 20:27:23.424636,227,25.00,50.00,Moderate
2025-11-23 20:27:25.943113,224,25.00,50.00,Moderate
2025-11-23 20:27:28.446687,225,25.00,50.00,Moderate
2025-11-23 20:27:30.949622,226,25.00,50.00,Moderate
2025-11-23 20:27:33.458494,194,25.00,50.00,Moderate
2025-11-23 20:27:35.952110,224,25.00,50.00,Moderate
2025-11-23 20:27:38.456241,224,25.00,50.00,Moderate
2025-11-23 20:27:40.971461,223,25.00,50.00,Moderate
2025-11-23 20:27:43.464421,220,25.00,50.00,Moderate
2025-11-23 20:27:45.983026,223,25.00,50.00,Moderate
2025-11-23 20:27:48.488775,222,25.00,50.00,Moderate
2025-11-23 20:27:50.994773,231,25.00,50.00,Moderate
2025-11-23 20:27:53.498236,282,25.00,50.00,Moderate
2025-11-23 20:27:56.003098,240,25.00,50.00,Moderate
2025-11-23 20:27:58.508351,240,25.00,50.00,Moderate
2025-11-23 20:28:01.009911,289,25.00,50.00,Moderate
2025-11-23 20:28:03.518771,310,25.00,50.00,Moderate
2025-11-23 20:28:06.023281,299,25.00,50.00,Moderate
2025-11-23 20:28:08.529151,279,25.00,50.00,Moderate
2025-11-23 20:28:11.029517,251,25.00,50.00,Moderate
2025-11-23 20:28:13.542388,241,25.00,50.00,Moderate
2025-11-23 20:28:16.044911,240,25.00,50.00,Moderate
2025-11-23 20:28:18.543829,238,25.00,50.00,Moderate
2025-11-23 20:28:21.045754,1007,25.00,50.00,Unhealthy
2025-11-23 20:28:23.547319,556,25.00,50.00,Unhealthy
2025-11-23 20:28:26.065217,407,25.00,50.00,Moderate
2025-11-23 20:28:28.570388,349,25.00,50.00,Moderate
2025-11-23 20:28:31.074150,315,25.00,50.00,Moderate
2025-11-23 20:28:33.580353,286,25.00,50.00,Moderate
2025-11-23 20:28:36.084040,262,25.00,50.00,Moderate
2025-11-23 20:28:38.588826,230,25.00,50.00,Moderate
2025-11-23 20:28:41.103787,253,25.00,50.00,Moderate
2025-11-23 20:28:43.596231,252,25.00,50.00,Moderate
2025-11-23 20:28:46.096000,252,25.00,50.00,Moderate
2025-11-23 20:28:48.604535,237,25.00,50.00,Moderate
2025-11-23 20:28:51.112505,241,25.00,50.00,Moderate
2025-11-23 20:28:53.620438,236,25.00,50.00,Moderate
2025-11-23 20:28:56.120573,231,25.00,50.00,Moderate
2025-11-23 20:28:58.631913,225,25.00,50.00,Moderate
2025-11-23 20:29:01.125711,240,25.00,50.00,Moderate
2025-11-23 20:29:03.639296,227,25.00,50.00,Moderate
2025-11-23 20:29:06.143873,226,25.00,50.00,Moderate
2025-11-23 20:29:08.650392,226,25.00,50.00,Moderate
2025-11-23 20:29:11.146101,230,25.00,50.00,Moderate
2025-11-23 20:29:13.659898,227,25.00,50.00,Moderate
2025-11-23 20:29:16.164452,206,25.00,50.00,Moderate
2025-11-23 20:29:18.667456,228,25.00,50.00,Moderate
2025-11-23 20:29:21.174315,223,25.00,50.00,Moderate
2025-11-23 20:29:23.676522,225,25.00,50.00,Moderate
2025-11-23 20:29:26.183246,225,25.00,50.00,Moderate
2025-11-23 20:29:28.691018,223,25.00,50.00,Moderate
2025-11-23 20:29:31.195164,233,25.00,50.00,Moderate
2025-11-23 20:29:33.692598,227,25.00,50.00,Moderate
2025-11-23 20:29:36.199362,226,25.00,50.00,Moderate
2025-11-23 20:29:38.703084,223,25.00,50.00,Moderate
2025-11-23 20:29:41.210722,230,25.00,50.00,Moderate
2025-11-23 20:29:43.709953,220,25.00,50.00,Moderate
2025-11-23 20:29:46.210727,225,25.00,50.00,Moderate
2025-11-23 20:29:48.729776,218,25.00,50.00,Moderate
2025-11-23 20:29:51.256259,221,25.00,50.00,Moderate
2025-11-23 20:29:53.728350,227,25.00,50.00,Moderate
2025-11-23 20:29:56.232470,223,25.00,50.00,Moderate
2025-11-23 20:29:58.738548,223,25.00,50.00,Moderate
2025-11-23 20:30:01.254110,205,25.00,50.00,Moderate
2025-11-23 20:30:03.759029,224,25.00,50.00,Moderate
2025-11-23 20:30:06.255310,224,25.00,50.00,Moderate
2025-11-23 20:30:08.772534,227,25.00,50.00,Moderate
2025-11-23 20:30:11.270365,219,25.00,50.00,Moderate
2025-11-23 20:30:13.773857,217,25.00,50.00,Moderate
2025-11-23 20:30:16.283913,239,25.00,50.00,Moderate
2025-11-23 20:30:18.789014,221,25.00,50.00,Moderate
2025-11-23 20:30:21.296788,217,25.00,50.00,Moderate
2025-11-23 20:30:23.802775,219,25.00,50.00,Moderate
2025-11-23 20:30:26.307422,214,25.00,50.00,Moderate
2025-11-23 20:30:28.808700,223,25.00,50.00,Moderate
2025-11-23 20:30:31.314022,215,25.00,50.00,Moderate
2025-11-23 20:30:33.836561,226,25.00,50.00,Moderate
2025-11-23 20:30:36.323227,215,25.00,50.00,Moderate
2025-11-23 20:30:38.835166,219,25.00,50.00,Moderate
2025-11-23 20:30:41.334192,227,25.00,50.00,Moderate
2025-11-23 20:30:43.845383,222,25.00,50.00,Moderate
2025-11-23 20:30:46.347050,221,25.00,50.00,Moderate
2025-11-23 20:30:48.864876,222,25.00,50.00,Moderate
2025-11-23 20:30:51.364371,214,25.00,50.00,Moderate
2025-11-23 20:30:53.865300,217,25.00,50.00,Moderate
2025-11-23 20:30:56.359327,220,25.00,50.00,Moderate
2025-11-23 20:30:58.872211,210,25.00,50.00,Moderate
2025-11-23 20:31:01.380555,227,25.00,50.00,Moderate
2025-11-23 20:31:03.887149,213,25.00,50.00,Moderate
2025-11-23 20:31:06.388213,223,25.00,50.00,Moderate
2025-11-23 20:31:08.895877,221,25.00,50.00,Moderate
2025-11-23 20:31:11.397460,221,25.00,50.00,Moderate
2025-11-23 20:31:13.907089,218,25.00,50.00,Moderate
2025-11-23 20:31:16.410573,210,25.00,50.00,Moderate
2025-11-23 20:31:18.917032,216,25.00,50.00,Moderate
2025-11-23 20:31:21.420769,245,25.00,50.00,Moderate
2025-11-23 20:31:23.927336,213,25.00,50.00,Moderate
2025-11-23 20:31:26.425974,210,25.00,50.00,Moderate
2025-11-23 20:31:28.936211,211,25.00,50.00,Moderate
2025-11-23 20:31:31.439027,208,25.00,50.00,Moderate
2025-11-23 20:31:33.934675,219,25.00,50.00,Moderate
2025-11-23 20:31:36.441991,215,25.00,50.00,Moderate
2025-11-23 20:31:38.959430,213,25.00,50.00,Moderate
2025-11-23 20:31:41.461425,217,25.00,50.00,Moderate
2025-11-23 20:31:43.967428,215,25.00,50.00,Moderate
2025-11-23 20:31:46.466885,219,25.00,50.00,Moderate
2025-11-23 20:31:48.974819,214,25.00,50.00,Moderate
2025-11-23 20:31:51.481596,211,25.00,50.00,Moderate
2025-11-23 20:31:53.975252,211,25.00,50.00,Moderate
2025-11-23 20:31:56.493688,203,25.00,50.00,Moderate
2025-11-23 20:31:58.994844,218,25.00,50.00,Moderate
2025-11-23 20:32:01.502224,214,25.00,50.00,Moderate
2025-11-23 20:32:04.006365,209,25.00,50.00,Moderate
2025-11-23 20:32:06.511099,217,25.00,50.00,Moderate
2025-11-23 20:32:09.011773,135,25.00,50.00,Moderate
2025-11-23 20:32:11.521603,203,25.00,50.00,Moderate
2025-11-23 20:32:14.026866,208,25.00,50.00,Moderate
2025-11-23 20:32:16.532580,208,25.00,50.00,Moderate
2025-11-23 20:32:19.036301,209,25.00,50.00,Moderate
2025-11-23 20:32:21.561354,214,25.00,50.00,Moderate
2025-11-23 20:32:24.042714,212,25.00,50.00,Moderate
2025-11-23 20:32:26.543014,219,25.00,50.00,Moderate
2025-11-23 20:32:29.054152,212,25.00,50.00,Moderate
2025-11-23 20:32:31.557111,210,25.00,50.00,Moderate
2025-11-23 20:32:34.067280,235,25.00,50.00,Moderate
2025-11-23 20:32:36.564045,210,25.00,50.00,Moderate
2025-11-23 20:32:39.075508,208,25.00,50.00,Moderate
2025-11-23 20:32:41.578814,208,25.00,50.00,Moderate
2025-11-23 20:32:44.084626,205,25.00,50.00,Moderate
2025-11-23 20:32:46.592137,208,25.00,50.00,Moderate
2025-11-23 20:32:49.094558,208,25.00,50.00,Moderate
2025-11-23 20:32:51.590324,229,25.00,50.00,Moderate
2025-11-23 20:32:54.104321,214,25.00,50.00,Moderate
2025-11-23 20:32:56.605633,209,25.00,50.00,Moderate
2025-11-23 20:32:59.118036,214,25.00,50.00,Moderate
2025-11-23 20:33:01.611189,209,25.00,50.00,Moderate
2025-11-23 20:33:04.117704,209,25.00,50.00,Moderate
2025-11-23 20:33:06.618731,208,25.00,50.00,Moderate
2025-11-23 20:33:09.123745,225,25.00,50.00,Moderate
2025-11-23 20:33:11.641176,213,25.00,50.00,Moderate
2025-11-23 20:33:14.143529,203,25.00,50.00,Moderate
2025-11-23 20:33:16.652183,207,25.00,50.00,Moderate
2025-11-23 20:33:19.143850,208,25.00,50.00,Moderate
2025-11-23 20:33:21.647596,208,25.00,50.00,Moderate
2025-11-23 20:33:24.198352,208,25.00,50.00,Moderate
2025-11-23 20:33:26.673312,203,25.00,50.00,Moderate
2025-11-23 20:33:29.177521,210,25.00,50.00,Moderate
2025-11-23 20:33:31.678336,210,25.00,50.00,Moderate
2025-11-23 20:33:34.187619,209,25.00,50.00,Moderate
2025-11-23 20:33:36.693338,208,25.00,50.00,Moderate
2025-11-23 20:33:39.196231,208,25.00,50.00,Moderate
2025-11-23 20:33:41.697042,213,25.00,50.00,Moderate
2025-11-23 20:33:44.202300,225,25.00,50.00,Moderate
2025-11-23 20:33:46.705515,208,25.00,50.00,Moderate
2025-11-23 20:33:49.213642,209,25.00,50.00,Moderate
2025-11-23 20:33:51.722600,210,25.00,50.00,Moderate
2025-11-23 20:33:54.221852,211,25.00,50.00,Moderate
2025-11-23 20:33:56.727652,210,25.00,50.00,Moderate
2025-11-23 20:33:59.237409,205,25.00,50.00,Moderate
2025-11-23 20:34:01.731524,238,25.00,50.00,Moderate
2025-11-23 20:34:04.248288,215,25.00,50.00,Moderate
2025-11-23 20:34:06.745094,210,25.00,50.00,Moderate
2025-11-23 20:34:09.255955,206,25.00,50.00,Moderate
2025-11-23 20:34:11.754239,205,25.00,50.00,Moderate
2025-11-23 20:34:14.258863,206,25.00,50.00,Moderate
2025-11-23 20:34:16.774831,202,25.00,50.00,Moderate
2025-11-23 20:34:19.274913,206,25.00,50.00,Moderate
2025-11-23 20:34:21.773318,208,25.00,50.00,Moderate
2025-11-23 20:34:24.286737,205,25.00,50.00,Moderate
2025-11-23 20:34:26.794525,208,25.00,50.00,Moderate
2025-11-23 20:34:29.299528,208,25.00,50.00,Moderate
2025-11-23 20:34:31.806006,206,25.00,50.00,Moderate
2025-11-23 20:34:34.304201,210,25.00,50.00,Moderate
2025-11-23 20:34:36.814777,211,25.00,50.00,Moderate
2025-11-23 20:34:39.316892,211,25.00,50.00,Moderate
2025-11-23 20:34:41.815834,210,25.00,50.00,Moderate
2025-11-23 20:34:44.323940,208,25.00,50.00,Moderate
2025-11-23 20:34:46.825652,204,25.00,50.00,Moderate
